"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Should throw exception when countUsersByGender fails","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenCountUsersByGenderFails"
"","15","Should successfully send message","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testSendMessageSuccess"
"","17","Should return 400 when firstName is missing","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithoutFirstName"
"","4","Should register user and send verification email","","2026-06-01","passed","2026-06-01","","AuthService Unit Tests","com.luxus.tinterest.service.AuthServiceTests","testRegisterSendsVerificationEmail"
"","2","Should throw when user id is missing","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testFindByIdThrowsWhenMissing"
"","5","Should handle gender distribution with null gender as UNKNOWN","","2026-06-01","passed","2026-06-01","","Positive Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$PositiveTests","shouldHandleNullGenderAsUnknown"
"","6","Should throw when complete profile contains unknown interests","","2026-06-01","passed","2026-06-01","","ProfileService Unit Tests","com.luxus.tinterest.service.ProfileServiceTests","testCompleteProfileThrowsWhenUnknownInterests"
"","1","Should delete interest by id","","2026-06-01","passed","2026-06-01","","InterestService Unit Tests","com.luxus.tinterest.service.InterestServiceTests","testDeleteInterest"
"","28","Should return 400 when city is missing","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testCompleteProfileWithoutName"
"","3","Should throw when verification code is invalid","","2026-06-01","passed","2026-06-01","","EmailVerificationService Unit Tests","com.luxus.tinterest.service.EmailVerificationServiceTests","testVerifyCodeThrowsWhenInvalidCode"
"","2","Should throw when token is invalid","","2026-06-01","passed","2026-06-01","","JwtService Unit Tests","com.luxus.tinterest.service.JwtServiceTests","testValidateThrowsForInvalidToken"
"","4","Should resend verification code when the user exists and is not verified","","2026-06-01","passed","2026-06-01","","EmailVerificationService Unit Tests","com.luxus.tinterest.service.EmailVerificationServiceTests","testResendCodeReturnsCode"
"","12","Should return empty list when no interests exist","","2026-06-01","passed","2026-06-01","","Interest Controller Tests","com.luxus.tinterest.controller.InterestControllerTests","testGetAllInterestsEmpty"
"","320","Should return not found for missing profile","","2026-06-01","passed","2026-06-01","","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","shouldReturnNotFoundForMissingProfile"
"","9","Should successfully unblock user","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testUnblockUserSuccess"
"","5","Should throw when resendCode fails","","2026-06-01","passed","2026-06-01","","AuthService Unit Tests","com.luxus.tinterest.service.AuthServiceTests","testResendEmailCodeThrowsWhenImpossible"
"","11","Should allow login without prior authentication","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testLoginWithoutAuthentication"
"","9","Should return 401 when accessing admin statistics without authorization","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testDeleteInterestWithoutAuthorization"
"","10","Should return 401 when retrieving recommendation without authentication","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testGetRecommendationWithoutAuthentication"
"","18","Should successfully refresh token with valid refresh token","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testSuccessfulRefresh"
"","2","Should throw ClassCastException when top interests contains wrong data type","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenTopInterestsContainsWrongDataType"
"","12","Should return 400 when email is already verified on resend","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailResendAlreadyVerified"
"","15","Should return 404 when target user not found","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testSwipeTargetUserNotFound"
"","6","Should throw ClassCastException when top cities contains wrong data type","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenTopCitiesContainsWrongDataType"
"","23","Should return unauthorized for protected endpoint without JWT","","2026-06-01","passed","2026-06-01","","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","shouldReturnUnauthorizedWithoutToken"
"","3","Should throw when group chat member is not found","","2026-06-01","passed","2026-06-01","","ChatService Unit Tests","com.luxus.tinterest.service.ChatServiceTests","testCreateGroupChatThrowsWhenMemberMissing"
"","2","Should throw refresh token expired","","2026-06-01","passed","2026-06-01","","RefreshTokenService Unit Tests","com.luxus.tinterest.service.RefreshTokenServiceTests","testRotateThrowsWhenExpired"
"","11","Should return 404 when chat not found for messages","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatMessagesNotFound"
"","1","unsavedInterestsWithDifferentNamesStayDistinct()","","2026-06-01","passed","2026-06-01","","com.luxus.tinterest.entity.InterestTests","com.luxus.tinterest.entity.InterestTests","unsavedInterestsWithDifferentNamesStayDistinct"
"","4","Should create match and chat when swipe is mutual like","","2026-06-01","passed","2026-06-01","","RecommendationService Unit Tests","com.luxus.tinterest.service.RecommendationServiceTests","testSwipeCreatesMatchWhenMutualLike"
"","4","Should throw NullPointerException when gender distribution contains invalid data","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenGenderDistributionContainsInvalidData"
"","4","Should throw exception when repository returns null for Object array","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenRepositoryReturnsNullArray"
"","12","Should return empty page when no messages in chat","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatMessagesEmpty"
"","3","Should find user by id","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testFindByIdReturnsUser"
"","20","Should successfully retrieve chat messages","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatMessagesSuccess"
"","3","Should handle cities and interests with special characters","","2026-06-01","passed","2026-06-01","","Edge Cases and Boundary Tests","com.luxus.tinterest.service.AdminStatisticsServiceTest$EdgeCaseTests","shouldHandleSpecialCharacters"
"","30","Should return 400 when profession is missing","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateWorkProfileWithoutProfession"
"","11","Should return 401 when retrieving chat messages without authentication","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatMessagesWithoutAuthentication"
"","3","Should throw invalid credentials on login failure","","2026-06-01","passed","2026-06-01","","AuthService Unit Tests","com.luxus.tinterest.service.AuthServiceTests","testLoginThrowsInvalidCredentials"
"","10","Should successfully delete interest","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testDeleteInterest"
"","10","Should return 400 when email is missing","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testLoginWithoutEmail"
"","2","Should throw refresh token reused and revoke family","","2026-06-01","passed","2026-06-01","","RefreshTokenService Unit Tests","com.luxus.tinterest.service.RefreshTokenServiceTests","testRotateThrowsWhenTokenReused"
"","22","Should successfully update work profile","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateWorkProfileSuccess"
"","4","Should throw exception when userRepository.count() fails","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenUserCountFails"
"","37","Should successfully update basic profile","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateBasicProfileSuccess"
"","14","Should return 404 when chat not found for message send","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testSendMessageChatNotFound"
"","11","Should return 404 when user not found on resend","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailResendUserNotFound"
"","69","Should return 401 when uploading avatar without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUploadAvatarWithoutAuthentication"
"","22","Should return 400 when no file is provided","","2026-06-01","failed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUploadAvatarNoFile"
"","21","Should successfully update user interests","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateInterestsSuccess"
"","13","Should return 400 when reaction is invalid","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testSwipeInvalidReactionType"
"","5","Should register a new user and generate verification code","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testRegisterGeneratesVerificationCode"
"","0","unsavedInterestsCompareByNameIgnoringCase()","","2026-06-01","passed","2026-06-01","","com.luxus.tinterest.entity.InterestTests","com.luxus.tinterest.entity.InterestTests","unsavedInterestsCompareByNameIgnoringCase"
"","15","Should return 401 when updating work profile without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateWorkProfileWithoutAuthentication"
"","14","Should return 400 when lastName is missing","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithoutLastName"
"","40","Should return 400 when name is missing in basic update","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateBasicProfileWithoutName"
"","11","Should return 400 when attempting invalid admin operation on unblock","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testUnblockUserForbidden"
"","18","Should return 401 when updating basic profile without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateBasicProfileWithoutAuthentication"
"","9","Should return 401 when retrieving chat by id without authentication","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatWithoutAuthentication"
"","13","Should return 404 when user not found","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testGetRecommendationUserNotFound"
"","5","Should throw exception when matchRepository.count() fails","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenMatchCountFails"
"","7","Should return 401 when refresh token is invalid","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testRefreshWithInvalidToken"
"","2","createGroupChatDoesNotCountCurrentUserAsInvitedMember()","","2026-06-01","passed","2026-06-01","","ChatService Unit Tests","com.luxus.tinterest.service.ChatServiceTests","createGroupChatDoesNotCountCurrentUserAsInvitedMember"
"","4","Should throw when profile user is missing","","2026-06-01","passed","2026-06-01","","ProfileService Unit Tests","com.luxus.tinterest.service.ProfileServiceTests","testGetProfileThrowsWhenUserMissing"
"","15","Should return 404 when recipient user not found","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testCreateDirectChatRecipientNotFound"
"","3","Should throw exception when findTopCities fails","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenFindTopCitiesFails"
"","3","Should login authenticated user","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testLoginReturnsUser"
"","16","Should successfully upload avatar with png format","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUploadAvatarPngSuccess"
"","15","Should successfully logout and clear refresh token","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testSuccessfulLogout"
"","66","Should throw refresh token revoked","","2026-06-01","passed","2026-06-01","","RefreshTokenService Unit Tests","com.luxus.tinterest.service.RefreshTokenServiceTests","testRotateThrowsWhenRevoked"
"","3","Should throw when user is already registered","","2026-06-01","passed","2026-06-01","","AuthService Unit Tests","com.luxus.tinterest.service.AuthServiceTests","testRegisterThrowsWhenUserAlreadyRegistered"
"","2","Should throw invalid refresh token when revoke fails","","2026-06-01","passed","2026-06-01","","RefreshTokenService Unit Tests","com.luxus.tinterest.service.RefreshTokenServiceTests","testRevokeThrowsWhenTokenMissing"
"","16","Should successfully record dislike swipe","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testSwipeDislike"
"","19","Should successfully retrieve filtered recommendations","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testGetFilteredRecommendations"
"","11","Should return 409 when interest already exists","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testAddInterestAlreadyExists"
"","3","Should throw when email already registered","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testRegisterThrowsWhenAlreadyRegistered"
"","10","Should return 403 when no access to chat messages","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatMessagesAccessDenied"
"","18","Should return 401 when updating communication profile without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateCommunicationProfileWithoutAuthentication"
"","3","Should handle all registration dynamics being zero","","2026-06-01","passed","2026-06-01","","Edge Cases and Boundary Tests","com.luxus.tinterest.service.AdminStatisticsServiceTest$EdgeCaseTests","shouldHandleZeroRegistrationDynamics"
"","21","Should successfully retrieve current user's profile","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testGetMyProfileSuccess"
"","259","Should upload avatar and save returned url","","2026-06-01","passed","2026-06-01","","ProfileService Unit Tests","com.luxus.tinterest.service.ProfileServiceTests","testUploadAvatarUsesMinioStorage"
"","10","Should return 400 when attempting invalid admin operation","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testBlockUserForbidden"
"","119","Should verify code and delete verification record","","2026-06-01","passed","2026-06-01","","EmailVerificationService Unit Tests","com.luxus.tinterest.service.EmailVerificationServiceTests","testVerifyCodeSuccess"
"","17","Should successfully register new user","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testSuccessfulRegistration"
"","8","Should successfully unblock user who is already blocked","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testUnblockBlockedUser"
"","3","Should throw exception when countByCreatedAtAfter fails","","2026-06-01","passed","2026-06-01","","Negative Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$NegativeTests","shouldThrowExceptionWhenCountByCreatedAtAfterFails"
"","12","Should return 400 when verification code is missing","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailVerifyWithoutCode"
"","16","Should return 400 when password is missing","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithoutPassword"
"","158","Should throw for unsupported avatar content type","","2026-06-01","passed","2026-06-01","","MinioStorageService Unit Tests","com.luxus.tinterest.service.MinioStorageServiceTests","testUploadAvatarThrowsInvalidContentType"
"","4","Should maintain order of top cities from repository","","2026-06-01","passed","2026-06-01","","Positive Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$PositiveTests","shouldMaintainTopCitiesOrder"
"","7","Should return 401 when creating group chat without authentication","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testCreateGroupChatWithoutAuthentication"
"","231","Should verify email code through emailVerificationService","","2026-06-01","passed","2026-06-01","","AuthService Unit Tests","com.luxus.tinterest.service.AuthServiceTests","testVerifyEmailCode"
"","19","Should return 409 when user with email already exists","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithExistingEmail"
"","24","Should return 400 when member list is empty","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testCreateGroupChatNoMembers"
"","16","Should return 400 when password is missing","","2026-06-01","passed","2026-06-01","","Login Controller Tests","com.luxus.tinterest.controller.LoginControllerTests","testLoginWithoutPassword"
"","15","Should return 404 when user not found for filtered recommendations","","2026-06-01","passed","2026-06-01","","Recommendation Controller Tests","com.luxus.tinterest.controller.RecommendationControllerTests","testGetFilteredRecommendationsUserNotFound"
"","14","Should return 404 when user profile not found","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testGetMyProfileNotFound"
"","16","Should verify interest response structure","","2026-06-01","passed","2026-06-01","","Interest Controller Tests","com.luxus.tinterest.controller.InterestControllerTests","testInterestResponseStructure"
"","18","Should return 401 when updating interests without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUpdateInterestsWithoutAuthentication"
"","2","Should handle empty strings in city and interest names","","2026-06-01","passed","2026-06-01","","Edge Cases and Boundary Tests","com.luxus.tinterest.service.AdminStatisticsServiceTest$EdgeCaseTests","shouldHandleEmptyStrings"
"","11","Should allow email verification without authentication","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailVerificationWithoutAuthentication"
"","4","Should get profile by user id","","2026-06-01","passed","2026-06-01","","ProfileService Unit Tests","com.luxus.tinterest.service.ProfileServiceTests","testGetProfileReturnsResponse"
"","16","Should retrieve all users with pagination","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testGetAllUsers"
"","645","Should login verified user and return JWT access token","","2026-06-01","passed","2026-06-01","","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","com.luxus.tinterest.integration.AuthSecurityIntegrationTests","shouldLoginVerifiedUser"
"","11","Should return 404 when user not found","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testGetChatsUserNotFound"
"","11","Should return 400 when verification code is invalid","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailVerifyWithInvalidCode"
"","8","Should return 401 when blocking user without authorization","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testBlockUserWithoutAuthorization"
"","2","Should throw when resend code for missing user","","2026-06-01","passed","2026-06-01","","EmailVerificationService Unit Tests","com.luxus.tinterest.service.EmailVerificationServiceTests","testResendCodeThrowsWhenUserMissing"
"","15","Should return 401 when retrieving current profile without authentication","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testGetMyProfileWithoutAuthentication"
"","11","Should allow email resend without authentication","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailResendWithoutAuthentication"
"","3","Should handle multiple concurrent calls correctly","","2026-06-01","passed","2026-06-01","","Transaction and Concurrency Tests","com.luxus.tinterest.service.AdminStatisticsServiceTest$TransactionTests","shouldHandleConcurrentCalls"
"","15","Should retrieve users filtered by email","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testGetUsersByEmail"
"","4","Should handle maximum limits for top cities and interests","","2026-06-01","passed","2026-06-01","","Positive Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$PositiveTests","shouldHandleMaximumLimits"
"","12","Should successfully add new interest","","2026-06-01","passed","2026-06-01","","Admin Controller Tests","com.luxus.tinterest.controller.AdminControllerTests","testAddInterest"
"","18","Should successfully upload avatar","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testUploadAvatarSuccess"
"","3","Should throw when user is blocked","","2026-06-01","passed","2026-06-01","","UserService Unit Tests","com.luxus.tinterest.service.UserServiceTests","testLoginThrowsWhenUserBlocked"
"","3","Should throw when verification code expired","","2026-06-01","passed","2026-06-01","","EmailVerificationService Unit Tests","com.luxus.tinterest.service.EmailVerificationServiceTests","testVerifyCodeThrowsWhenExpired"
"","2","Should handle empty statistics gracefully","","2026-06-01","passed","2026-06-01","","Positive Test Cases","com.luxus.tinterest.service.AdminStatisticsServiceTest$PositiveTests","shouldHandleEmptyStatistics"
"","3","Should throw access denied when chat member is missing","","2026-06-01","passed","2026-06-01","","ChatService Unit Tests","com.luxus.tinterest.service.ChatServiceTests","testGetChatThrowsWhenNotMember"
"","11","Should return 404 when user not found","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailVerifyUserNotFound"
"","488","Should return filtered recommendations and set empty flag","","2026-06-01","passed","2026-06-01","","RecommendationService Unit Tests","com.luxus.tinterest.service.RecommendationServiceTests","testGetRecommendationsWithFiltersReturnsEmpty"
"","14","Should return 400 when verification code is expired","","2026-06-01","passed","2026-06-01","","Email Verification Controller Tests","com.luxus.tinterest.controller.EmailVerificationControllerTests","testEmailVerifyWithExpiredCode"
"","13","Should return 400 when email is missing","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithoutEmail"
"","5","Should mark chat as read and return summary","","2026-06-01","passed","2026-06-01","","ChatService Unit Tests","com.luxus.tinterest.service.ChatServiceTests","testMarkAsReadUpdatesLastReadAt"
"","16","Should return 401 when sending message without authentication","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testSendMessageWithoutAuthentication"
"","4","Should handle very large numbers","","2026-06-01","passed","2026-06-01","","Edge Cases and Boundary Tests","com.luxus.tinterest.service.AdminStatisticsServiceTest$EdgeCaseTests","shouldHandleVeryLargeNumbers"
"","16","Should successfully retrieve user profile by id","","2026-06-01","passed","2026-06-01","","Profile Controller Tests","com.luxus.tinterest.controller.ProfileControllerTests","testGetUserProfileSuccess"
"","10","Should return 403 when no access to mark chat as read","","2026-06-01","passed","2026-06-01","","Chat Controller Tests","com.luxus.tinterest.controller.ChatControllerTests","testMarkChatReadAccessDenied"
"","14","Should return 400 when email format is invalid","","2026-06-01","passed","2026-06-01","","Registration Controller Tests","com.luxus.tinterest.controller.RegistrationControllerTests","testRegistrationWithInvalidEmail"
